Date,Open,High,Low,Close,Adj Close,Volume
5/3/2023,169.5,170.919998,167.160004,167.449997,166.773483,65136000
5/4/2023,164.889999,167.039993,164.309998,165.789993,165.120178,81235400
5/5/2023,170.979996,174.300003,170.759995,173.570007,172.868774,113316400
5/8/2023,172.479996,173.850006,172.110001,173.5,172.799057,55962800
5/9/2023,173.050003,173.539993,171.600006,171.770004,171.076035,45326900
5/10/2023,173.020004,174.029999,171.899994,173.559998,172.858795,53724500
5/11/2023,173.850006,174.589996,172.169998,173.75,173.048035,49514700
5/12/2023,173.619995,174.059998,171,172.570007,172.11055,45497800
5/15/2023,173.160004,173.210007,171.470001,172.070007,171.611877,37266700
5/16/2023,171.990005,173.139999,171.800003,172.070007,171.611877,42110300
5/17/2023,171.710007,172.929993,170.419998,172.690002,172.230225,57951600
5/18/2023,173,175.240005,172.580002,175.050003,174.583939,65496700
5/19/2023,176.389999,176.389999,174.940002,175.160004,174.693649,55772400
5/22/2023,173.979996,174.710007,173.449997,174.199997,173.736191,43570900
5/23/2023,173.130005,173.380005,171.279999,171.559998,171.103226,50747300
5/24/2023,171.089996,172.419998,170.520004,171.839996,171.382477,45143500
5/25/2023,172.410004,173.899994,171.690002,172.990005,172.529419,56058300
5/26/2023,173.320007,175.770004,173.110001,175.429993,174.962906,54835000
5/30/2023,176.960007,178.990005,176.570007,177.300003,176.827942,55964400
5/31/2023,177.330002,179.350006,176.759995,177.25,176.778061,99625300
6/1/2023,177.699997,180.119995,176.929993,180.089996,179.610504,68901800
6/2/2023,181.029999,181.779999,179.259995,180.949997,180.468216,61945900
6/5/2023,182.630005,184.949997,178.039993,179.580002,179.101868,121946500
6/6/2023,179.970001,180.119995,177.429993,179.210007,178.732849,64848400
6/7/2023,178.440002,181.210007,177.320007,177.820007,177.346558,61944600
6/8/2023,177.899994,180.839996,177.460007,180.570007,180.089233,50214900
6/9/2023,181.5,182.229996,180.630005,180.960007,180.478195,48870700
6/12/2023,181.270004,183.889999,180.970001,183.789993,183.300644,54274900
6/13/2023,182.800003,184.149994,182.440002,183.309998,182.821945,54929100
6/14/2023,183.369995,184.389999,182.020004,183.949997,183.460236,57462900
6/15/2023,183.960007,186.520004,183.779999,186.009995,185.51474,65433200
6/16/2023,186.729996,186.990005,184.270004,184.919998,184.427643,101235600
6/20/2023,184.410004,186.100006,184.410004,185.009995,184.51741,49799100
6/21/2023,184.899994,185.410004,182.589996,183.960007,183.470215,49515700
6/22/2023,183.740005,187.050003,183.669998,187,186.502121,51245300
6/23/2023,185.550003,187.559998,185.009995,186.679993,186.182953,53079300
6/26/2023,186.830002,188.050003,185.229996,185.270004,184.776733,48088700
6/27/2023,185.889999,188.389999,185.669998,188.059998,187.55928,50730800
6/28/2023,187.929993,189.899994,187.600006,189.25,188.746124,51216800
6/29/2023,189.080002,190.070007,188.940002,189.589996,189.085205,46347300
6/30/2023,191.630005,194.479996,191.259995,193.970001,193.453568,85069600
7/3/2023,193.779999,193.880005,191.759995,192.460007,191.947586,31458200
7/5/2023,191.570007,192.979996,190.619995,191.330002,190.820587,46920300
7/6/2023,189.839996,192.020004,189.199997,191.809998,191.299301,45094300
7/7/2023,191.410004,192.669998,190.240005,190.679993,190.172302,46778000
7/10/2023,189.259995,189.990005,187.039993,188.610001,188.107834,59922200
7/11/2023,189.160004,189.300003,186.600006,188.080002,187.579254,46638100
7/12/2023,189.679993,191.699997,188.470001,189.770004,189.26474,60750200
7/13/2023,190.5,191.190002,189.779999,190.539993,190.032669,41342300
7/14/2023,190.229996,191.179993,189.630005,190.690002,190.182281,41573900
7/17/2023,191.899994,194.320007,191.809998,193.990005,193.473511,50520200
7/18/2023,193.350006,194.330002,192.419998,193.729996,193.214188,48353800
7/19/2023,193.100006,198.229996,192.649994,195.100006,194.580551,80507300
7/20/2023,195.089996,196.470001,192.5,193.130005,192.615799,59581200
7/21/2023,194.100006,194.970001,191.229996,191.940002,191.42897,71917800
7/24/2023,193.410004,194.910004,192.25,192.75,192.236801,45377800
7/25/2023,193.330002,194.440002,192.919998,193.619995,193.104492,37283200
7/26/2023,193.669998,195.639999,193.320007,194.5,193.982147,47471900
7/27/2023,196.020004,197.199997,192.550003,193.220001,192.705551,47460200
7/28/2023,194.669998,196.630005,194.139999,195.830002,195.308609,48291400
7/31/2023,196.059998,196.490005,195.259995,196.449997,195.926956,38824100
8/1/2023,196.240005,196.729996,195.279999,195.610001,195.089188,35175100
8/2/2023,195.039993,195.179993,191.850006,192.580002,192.067245,50389300
8/3/2023,191.570007,192.369995,190.690002,191.169998,190.661011,61235200
8/4/2023,185.520004,187.380005,181.919998,181.990005,181.505463,115799700
8/7/2023,182.130005,183.130005,177.350006,178.850006,178.37381,97576100
8/8/2023,179.690002,180.270004,177.580002,179.800003,179.321274,67823000
8/9/2023,180.869995,180.929993,177.009995,178.190002,177.715561,60378500
8/10/2023,179.479996,180.75,177.600006,177.970001,177.496155,54686900
8/11/2023,177.320007,178.619995,176.550003,177.789993,177.556076,51988100
8/14/2023,177.970001,179.690002,177.309998,179.460007,179.223892,43675600
8/15/2023,178.880005,179.479996,177.050003,177.449997,177.216522,43622600
8/16/2023,177.130005,178.539993,176.5,176.570007,176.337692,46964900
8/17/2023,177.139999,177.509995,173.479996,174,173.771072,66062900
8/18/2023,172.300003,175.100006,171.960007,174.490005,174.260422,61114200
8/21/2023,175.070007,176.130005,173.740005,175.839996,175.608643,46311900
8/22/2023,177.059998,177.679993,176.25,177.229996,176.996811,42084200
8/23/2023,178.520004,181.550003,178.330002,181.119995,180.881699,52722800
8/24/2023,180.669998,181.100006,176.009995,176.380005,176.147934,54945800
8/25/2023,177.380005,179.149994,175.820007,178.610001,178.375,51449600
8/28/2023,180.089996,180.589996,178.550003,180.190002,179.952927,43820700
8/29/2023,179.699997,184.899994,179.5,184.119995,183.877747,53003900
8/30/2023,184.940002,187.850006,184.740005,187.649994,187.403107,60813900
8/31/2023,187.839996,189.119995,187.479996,187.869995,187.622818,60794500
9/1/2023,189.490005,189.919998,188.279999,189.460007,189.210739,45732600
9/5/2023,188.279999,189.979996,187.610001,189.699997,189.450409,45280000
9/6/2023,188.399994,188.850006,181.470001,182.910004,182.669342,81755800
9/7/2023,175.179993,178.210007,173.539993,177.559998,177.326385,112488800
9/8/2023,178.350006,180.240005,177.789993,178.179993,177.945557,65551300
9/11/2023,180.070007,180.300003,177.339996,179.360001,179.124008,58953100
9/12/2023,179.490005,180.130005,174.820007,176.300003,176.068039,90370200
9/13/2023,176.509995,177.300003,173.979996,174.210007,173.980789,84267900
9/14/2023,174,176.100006,173.580002,175.740005,175.508789,60895800
9/15/2023,176.479996,176.5,173.820007,175.009995,174.779724,109205100
9/18/2023,176.479996,179.380005,176.169998,177.970001,177.73584,67257600
9/19/2023,177.520004,179.630005,177.130005,179.070007,178.834396,51826900
9/20/2023,179.259995,179.699997,175.399994,175.490005,175.259109,58436200
9/21/2023,174.550003,176.300003,173.860001,173.929993,173.701157,63047900
9/22/2023,174.669998,177.080002,174.050003,174.789993,174.560013,56725400
9/25/2023,174.199997,176.970001,174.149994,176.080002,175.848328,46172700
9/26/2023,174.820007,175.199997,171.660004,171.960007,171.733749,64588900
9/27/2023,172.619995,173.039993,169.050003,170.429993,170.20575,66921800
9/28/2023,169.339996,172.029999,167.619995,170.690002,170.465424,56294400
9/29/2023,172.020004,173.070007,170.339996,171.210007,170.984741,51814200
10/2/2023,171.220001,174.300003,170.929993,173.75,173.521393,52164500
10/3/2023,172.259995,173.630005,170.820007,172.399994,172.173172,49594600
10/4/2023,171.089996,174.210007,170.970001,173.660004,173.431519,53020300
10/5/2023,173.789993,175.449997,172.679993,174.910004,174.679871,48527900
10/6/2023,173.800003,177.990005,173.179993,177.490005,177.256485,57224100
10/9/2023,176.809998,179.050003,175.800003,178.990005,178.754501,42390800
10/10/2023,178.100006,179.720001,177.949997,178.389999,178.155289,43698000
10/11/2023,178.199997,179.850006,177.600006,179.800003,179.563431,47551100
10/12/2023,180.070007,182.339996,179.039993,180.710007,180.472244,56743100
10/13/2023,181.419998,181.929993,178.139999,178.850006,178.614685,51427100
10/16/2023,176.75,179.080002,176.509995,178.720001,178.484863,52517000
10/17/2023,176.649994,178.419998,174.800003,177.149994,176.916916,57549400
10/18/2023,175.580002,177.580002,175.110001,175.839996,175.608643,54764400
10/19/2023,176.039993,177.839996,175.190002,175.460007,175.229156,59302900
10/20/2023,175.309998,175.419998,172.639999,172.880005,172.652542,64189300
10/23/2023,170.910004,174.009995,169.929993,173,172.772385,55980100
10/24/2023,173.050003,173.669998,171.449997,173.440002,173.211807,43816600
10/25/2023,171.880005,173.059998,170.649994,171.100006,170.874893,57157000
10/26/2023,170.369995,171.380005,165.669998,166.889999,166.670425,70625300
10/27/2023,166.910004,168.960007,166.830002,168.220001,167.998672,58499100
10/30/2023,169.020004,171.169998,168.869995,170.289993,170.065933,51131000
10/31/2023,169.350006,170.899994,167.899994,170.770004,170.545319,44846000
11/1/2023,171,174.229996,170.119995,173.970001,173.741104,56934900
11/2/2023,175.520004,177.779999,175.460007,177.570007,177.33638,77334800
11/3/2023,174.240005,176.820007,173.350006,176.649994,176.417572,79763700
11/6/2023,176.380005,179.429993,176.210007,179.229996,178.994186,63841300
11/7/2023,179.179993,182.440002,178.970001,181.820007,181.58078,70530000
11/8/2023,182.350006,183.449997,181.589996,182.889999,182.649368,49340300
11/9/2023,182.960007,184.119995,181.809998,182.410004,182.169998,53763500
11/10/2023,183.970001,186.570007,183.529999,186.399994,186.399994,66133400
11/13/2023,185.820007,186.029999,184.210007,184.800003,184.800003,43627500
11/14/2023,187.699997,188.110001,186.300003,187.440002,187.440002,60108400
11/15/2023,187.850006,189.5,187.779999,188.009995,188.009995,53790500
11/16/2023,189.570007,190.960007,188.649994,189.710007,189.710007,54412900
11/17/2023,190.25,190.380005,188.570007,189.690002,189.690002,50922700
11/20/2023,189.889999,191.910004,189.880005,191.449997,191.449997,46505100
11/21/2023,191.410004,191.520004,189.740005,190.639999,190.639999,38134500
11/22/2023,191.490005,192.929993,190.830002,191.309998,191.309998,39617700
11/24/2023,190.869995,190.899994,189.25,189.970001,189.970001,24048300
11/27/2023,189.919998,190.669998,188.899994,189.789993,189.789993,40552600
11/28/2023,189.779999,191.080002,189.399994,190.399994,190.399994,38415400
11/29/2023,190.899994,192.089996,188.970001,189.369995,189.369995,43014200
11/30/2023,189.839996,190.320007,188.190002,189.949997,189.949997,48794400
12/1/2023,190.330002,191.559998,189.229996,191.240005,191.240005,45679300
12/4/2023,189.979996,190.050003,187.449997,189.429993,189.429993,43389500
12/5/2023,190.210007,194.399994,190.179993,193.419998,193.419998,66628400
12/6/2023,194.449997,194.759995,192.110001,192.320007,192.320007,41089700
12/7/2023,193.630005,195,193.589996,194.270004,194.270004,47477700
12/8/2023,194.199997,195.990005,193.669998,195.710007,195.710007,53377300
12/11/2023,193.110001,193.490005,191.419998,193.179993,193.179993,60943700
12/12/2023,193.080002,194.720001,191.720001,194.710007,194.710007,52696900
12/13/2023,195.089996,198,194.880005,197.960007,197.960007,66539683
